Index,vm_pu_bus1,vm_pu_bus2,vm_pu_bus3,vm_pu_bus4,vm_pu_bus5,vm_pu_bus6,vm_pu_bus7,vm_pu_bus8,vm_pu_bus9,va_degree_bus1,va_degree_bus2,va_degree_bus3,va_degree_bus4,va_degree_bus5,va_degree_bus6,va_degree_bus7,va_degree_bus8,va_degree_bus9,Cluster
0,0,0.029171839,0,0.058848987,0.164630322,0.057972865,0.058266499,0.040639928,0.045819749,0,0.052413793,0.067758534,0.081315923,0.091694041,0.069143703,0.076351774,0.065692514,0.074003222,3
1,0,0.01619292,0.5,0.028590446,0.122365914,0.021484538,0.026231311,0.022558712,0.034294964,0,0.019084038,0.021339921,0.030891107,0.029159612,0.022158907,0.025043579,0.023918864,0.034207791,3
2,0,0.032780538,0.25,0.068370121,0.166328985,0.05752292,0.055990254,0.045667286,0.060311601,0,0.055892537,0.065682487,0.084579624,0.085720345,0.06695622,0.075891774,0.070052577,0.086151847,3
3,0,0.025505844,0.5,0.053538681,0.159297106,0.04863097,0.046664601,0.03553275,0.045542409,0,0.032832229,0.042184182,0.057280331,0.061657197,0.042473083,0.042658357,0.041150078,0.055559161,3
4,0,0.021406681,0.5,0.044122569,0.153333882,0.041847013,0.039256447,0.029822117,0.039279071,0,0.017081886,0.021947273,0.030807652,0.030420604,0.02132476,0.020858167,0.021409479,0.033393367,3
5,0,0.039864207,0.25,0.064400114,0.16280712,0.066151446,0.073948511,0.0555357,0.066463651,0,0.028600421,0.038619614,0.037724268,0.040530786,0.03738692,0.045132974,0.035846166,0.038054275,3
6,0,0.046208599,0,0.08618029,0.181300366,0.075074846,0.076177446,0.064374212,0.086041605,0,0.039234069,0.046489828,0.060199624,0.05645732,0.045155372,0.049614092,0.049173786,0.06714815,3
7,0,0.021925249,0.5,0.050646243,0.150982938,0.035405294,0.029569913,0.030544545,0.050042071,0,0.023709696,0.030617916,0.041436335,0.044951521,0.031066583,0.031502326,0.029716406,0.040574057,3
8,0,0.051958638,0,0.098341561,0.194943721,0.089340469,0.090883973,0.072384718,0.09042079,0,0.059941395,0.076388131,0.093578377,0.100476397,0.07609432,0.082293559,0.075127188,0.090755137,3
9,0,0.024364203,0.5,0.049337758,0.160840813,0.046862132,0.042635333,0.033942305,0.045530009,0,0.010437216,0.01971651,0.020879468,0.027683855,0.018574036,0.016668342,0.013081422,0.017074204,3
10,0,0.061251167,0.25,0.118860492,0.206128845,0.09708021,0.095982512,0.085330343,0.116374819,0,0.06643121,0.08305893,0.102449075,0.108018853,0.082667033,0.090059297,0.08326116,0.101482065,3
11,0,0.047364896,0,0.092191744,0.189547933,0.081340581,0.080984022,0.065985074,0.085045566,0,0.054353442,0.066078274,0.085929058,0.086968983,0.065649076,0.070582842,0.068123561,0.088394367,3
12,0,0.013196357,0,0.028446969,0.122259989,0.017585973,0.019181605,0.018384134,0.031008192,0,0.028357246,0.030512938,0.044326455,0.04205063,0.032253202,0.037310072,0.035541385,0.048028888,3
13,0,0.063483215,0,0.11342922,0.202391272,0.103809365,0.110590227,0.088439859,0.109678714,0,0.06667428,0.084785991,0.101978896,0.108696671,0.084026286,0.091942337,0.08356581,0.099768698,3
14,0,0.008303234,1,0.015614707,0.125796222,0.022274035,0.02457732,0.011567418,0.009228216,0,0.021856376,0.026392948,0.030642433,0.031689234,0.027505235,0.034182127,0.027393559,0.030860459,3
15,0,0.037751366,0.25,0.063737417,0.158973695,0.062576626,0.070479462,0.052592256,0.062791344,0,0.042047481,0.052770049,0.060903566,0.064086233,0.052779745,0.061100266,0.052699959,0.060650525,3
16,0,0.016818492,0.5,0.032078651,0.14062686,0.038215049,0.041469793,0.02343021,0.021017719,0,0.039107842,0.050000604,0.059252302,0.066545484,0.05159051,0.058856186,0.049015579,0.054041522,3
17,0,0.043376278,0.25,0.075270124,0.18022428,0.080279917,0.085691667,0.060428444,0.066872447,0,0.044890522,0.057271222,0.064580365,0.067321068,0.056307477,0.064764743,0.056263268,0.065072595,3
18,0,0.009890587,0,0.01860745,0.123403749,0.019287006,0.021406071,0.013778794,0.01792602,0,0.015407449,0.016660948,0.022780364,0.019822252,0.017315295,0.021533393,0.019310833,0.026903431,3
19,0,0.046381355,0.5,0.095407248,0.188625158,0.074227788,0.068865143,0.064614882,0.093213579,0,0.051265911,0.061977624,0.077386156,0.078251311,0.061780119,0.068999775,0.064253823,0.080221198,3
20,0,0.018588344,0,0.034789982,0.12891981,0.02731818,0.031313947,0.025895829,0.037133942,0,0.029361199,0.03392087,0.045417515,0.045427977,0.035188152,0.040320385,0.036799683,0.047219056,3
21,0,0.002280181,1,0.01063166,0.127597321,0.016444435,0.013569704,0.00317657,0,0,0.015840748,0.021282456,0.027602393,0.031822369,0.022465047,0.024199991,0.019853906,0.0246938,3
22,0,0.049361501,0,0.085299052,0.17146143,0.074799139,0.082669518,0.068766588,0.089649484,0,0.047362317,0.059736613,0.069589687,0.073316668,0.059342004,0.067397948,0.059361277,0.069530832,3
23,0,0.011270615,0.5,0.035072847,0.150378605,0.031535555,0.02281892,0.01570134,0.020875353,0,0.031735329,0.039656425,0.051718222,0.056198105,0.041014626,0.044570476,0.039775285,0.049261126,3
24,0,0.031617014,0.25,0.058686266,0.157919808,0.052268998,0.053799132,0.044046356,0.059011193,0,0.026043748,0.032374531,0.041532988,0.041061458,0.031717578,0.034212073,0.032641776,0.044653725,3
25,0,0.005855114,0.5,0.02047943,0.135597623,0.021716414,0.016465072,0.008156888,0.008897391,0,0.024953292,0.031286649,0.038756965,0.042668481,0.032779403,0.037584994,0.031275059,0.03641076,3
26,0,0.018270132,0.25,0.033177201,0.134644419,0.033168424,0.037083106,0.025452521,0.030379838,0,0.030615745,0.035972174,0.04459601,0.044613514,0.03695558,0.044020381,0.03837206,0.04631659,3
27,0,0.047565371,0.25,0.095959422,0.194446387,0.082767067,0.079634833,0.06626436,0.086761902,0,0.059402659,0.073224741,0.09247425,0.09616967,0.073188238,0.079693003,0.074451967,0.092540182,3
28,0,0.037588544,0,0.064244633,0.160566926,0.060505157,0.065687006,0.052365425,0.067048324,0,0.030060935,0.037127028,0.040563308,0.039354491,0.0362011,0.043905333,0.037676693,0.044583812,3
29,0,0.028202907,0,0.054357182,0.169484177,0.061747395,0.06148372,0.039290088,0.03960101,0,0.037820766,0.052372625,0.058192768,0.068054607,0.052415004,0.057694077,0.04740243,0.051371246,3
30,0,0.046210678,1,0.085083037,0.171278751,0.069794512,0.074052408,0.064377108,0.087720089,0,0.050874284,0.060489433,0.076738845,0.076459161,0.060510616,0.068034394,0.063762979,0.080306822,3
31,0,0.049369516,0.25,0.092294918,0.183805615,0.07994943,0.082564928,0.068777754,0.089646112,0,0.055943656,0.072085375,0.085455512,0.093723193,0.072174278,0.079525437,0.070116647,0.081259266,3
32,0,0.025943247,0.25,0.049912774,0.14762076,0.042620525,0.04395229,0.036142106,0.049472029,0,0.033327868,0.03698299,0.04804744,0.043711475,0.037348204,0.044672763,0.041771284,0.054378949,3
33,0,0.050122924,0,0.08432118,0.177554472,0.080885152,0.088944805,0.069827344,0.086160818,0,0.040034971,0.053083092,0.058052469,0.062593381,0.051784599,0.058669933,0.050177591,0.057299295,3
34,0,0.051025578,0.25,0.104185479,0.196176828,0.082742057,0.078173408,0.071084852,0.099496765,0,0.061567113,0.076499947,0.094667402,0.100095263,0.076692681,0.084213511,0.077164773,0.093406314,3
35,0,0.04542798,0.25,0.0982399,0.200079003,0.081556318,0.073248867,0.063286715,0.085655681,0,0.062474715,0.077988592,0.097643844,0.1040022,0.078370757,0.085085331,0.07830231,0.095258121,3
36,0,0.020203467,0,0.04287526,0.138595187,0.028708168,0.026907194,0.028145892,0.046815502,0,0.02082207,0.026372704,0.03492772,0.037481467,0.027014552,0.028775776,0.026097217,0.034751642,3
37,0,0.001297152,0.5,0,0.10735842,0.00455085,0.007774076,0.001807092,0.002380941,0,0,0.001311492,0,0.000935537,0.001975362,0.003978425,0,0,3
38,0,0.029222089,0.25,0.054263502,0.153805448,0.048812921,0.050331541,0.040709932,0.054165207,0,0.029085536,0.034464726,0.041626036,0.039604025,0.034204367,0.040524763,0.036454183,0.046022656,3
39,0,0.008170047,0,0.018782083,0.132097642,0.021866296,0.019981197,0.011381871,0.01345139,0,0.008787541,0.014973203,0.017474115,0.022967899,0.015322263,0.015123348,0.011013811,0.013780739,3
40,0,0.035982986,1,0.07158243,0.181349146,0.070627965,0.068488705,0.050128686,0.058924943,0,0.042288671,0.0572888,0.068396523,0.077481324,0.05702719,0.060118294,0.053002252,0.062827155,3
41,0,0.042575559,0.25,0.076213982,0.166239044,0.066764063,0.072487377,0.059312944,0.077272224,0,0.046851674,0.054370126,0.069861059,0.06688939,0.054186589,0.061760388,0.058721265,0.075669758,3
42,0,0.024150352,0,0.046544042,0.147018618,0.044427456,0.047503131,0.033644384,0.039778802,0,0.044924377,0.053427278,0.067434511,0.069439812,0.054802804,0.063001503,0.056305698,0.067594868,3
43,0,0.019690342,1,0.036607841,0.125961366,0.022104511,0.024741585,0.027431046,0.047571578,0,0.013846335,0.013809191,0.022779547,0.017945392,0.014060055,0.015929897,0.017354221,0.029344673,3
44,0,0.029418271,0.25,0.062714796,0.169101189,0.057440589,0.054366204,0.040983238,0.050860936,0,0.045581907,0.057019645,0.073901606,0.078887991,0.057697838,0.061546427,0.057129811,0.071784431,3
45,0,0.029810785,1,0.056005233,0.156447337,0.05038707,0.051643701,0.041530059,0.054850837,0,0.02720234,0.036513253,0.044384523,0.048954488,0.036280599,0.038397861,0.03409389,0.042709492,3
46,0,0.038400312,0.5,0.074143208,0.166184022,0.061841948,0.06414036,0.053496316,0.071430085,0,0.050758095,0.060354903,0.080452083,0.081386238,0.060944679,0.066221923,0.063617355,0.082468958,3
47,0,0.016045784,0.25,0.033400997,0.140992023,0.033325575,0.033075602,0.022353734,0.026638581,0,0.026931105,0.037908542,0.043893265,0.053604553,0.039014956,0.042168132,0.033753939,0.036619538,3
48,0,0.012746427,0.25,0.032154744,0.132690036,0.019476957,0.01496897,0.017757326,0.033761229,0,0.017213269,0.018082438,0.027928413,0.024483669,0.018821637,0.021413152,0.021574148,0.032966123,3
49,0,0.044203876,0.5,0.095570771,0.198049847,0.080349503,0.072565365,0.061581389,0.08240564,0,0.062811192,0.075731112,0.097315746,0.099518069,0.076044124,0.083427145,0.078724031,0.098691014,3
50,0,0.036328479,0.25,0.059960537,0.145069508,0.052520827,0.063123572,0.05061,0.065417041,0,0.043892264,0.049776173,0.063600997,0.060346133,0.050309226,0.059349394,0.055012106,0.069180173,3
51,0,0.020053207,0.25,0.039219266,0.133543923,0.029198278,0.031222616,0.027936562,0.042061479,0,0.027835388,0.033112253,0.043377696,0.044501661,0.034186362,0.038729767,0.034887317,0.044323473,3
52,0,0.038800597,0.25,0.076525448,0.174912399,0.064125933,0.062377374,0.054053962,0.074611742,0,0.032614903,0.04406107,0.057281633,0.062999728,0.043353423,0.042376438,0.040877694,0.055154531,3
53,0,0.038532451,0.25,0.062989432,0.156248438,0.0617096,0.07101298,0.053680403,0.064946588,0,0.038021675,0.04739523,0.054047677,0.05558458,0.047094739,0.055251776,0.047654238,0.055362749,3
54,0,0.027657961,0.5,0.041554659,0.138670442,0.042131017,0.050177456,0.038530912,0.049092732,0,0.011779926,0.016882501,0.014812023,0.015118674,0.015887625,0.020061974,0.0147643,0.016849366,3
55,0,0.036132839,0.5,0.063976297,0.165741852,0.064350865,0.06846757,0.050337449,0.059311698,0,0.040006978,0.050656254,0.056569297,0.059474618,0.050390212,0.059129928,0.050142506,0.056600065,3
56,0,0.03517431,0.5,0.063730484,0.170305712,0.064025639,0.064917737,0.049002102,0.059649573,0,0.026906257,0.038028826,0.039085261,0.044300758,0.036909605,0.041740644,0.033722796,0.037117897,3
57,0,0.02956431,0.5,0.054548043,0.145815762,0.042008753,0.044609947,0.041186688,0.060793766,0,0.026371145,0.032762467,0.040301298,0.04153506,0.032879158,0.037063716,0.033052116,0.041732717,3
58,0,0,0.25,0.003315414,0.1071922,0,0,0,0.005439294,0,0.00627498,0.009733986,0.012462532,0.017184502,0.011315031,0.012511383,0.007864708,0.008988265,3
59,0,0.009088636,0,0.010833253,0.111258298,0.012398238,0.018923786,0.012661579,0.017907801,0,7.36E-05,0,0.002318488,0,0,0,9.22E-05,0.00574609,3
60,0,0.01622217,0.5,0.027058705,0.122360667,0.023532128,0.029910262,0.02259946,0.031144986,0,0.019628461,0.019694355,0.032526796,0.026797212,0.020249779,0.022583117,0.024601214,0.039472224,3
61,0,0.027944585,0.5,0.059210044,0.155405506,0.045461036,0.043778946,0.038930214,0.056416674,0,0.038847382,0.046832446,0.065290563,0.067441455,0.047674809,0.04966052,0.048689134,0.065790924,3
62,0,0.051327362,0.25,0.097469906,0.192236824,0.085673136,0.086713292,0.071505273,0.092640154,0,0.053168826,0.066698589,0.084915236,0.088453274,0.065998032,0.069988351,0.06663883,0.085265923,3
63,0,0.02735144,0.25,0.058505396,0.170938178,0.05547069,0.04962758,0.038103891,0.048185841,0,0.029987397,0.044648014,0.048087912,0.060185882,0.044610413,0.047441304,0.037584525,0.039444759,3
64,0,0.047975282,0,0.084883768,0.18532099,0.084478677,0.089412583,0.066835417,0.078641834,0,0.047700385,0.060984465,0.070963853,0.074447368,0.05997381,0.067167628,0.059784993,0.071054585,3
65,0,0.0202407,1,0.038082821,0.147187087,0.040894957,0.041447925,0.028197763,0.032754382,0,0.022814462,0.028980637,0.032531397,0.033455744,0.02891582,0.034432852,0.02859437,0.033667253,3
66,0,0.015846885,0.5,0.03595795,0.130271808,0.020771129,0.019227462,0.022076643,0.039956343,0,0.021824186,0.024634564,0.037718168,0.036940398,0.025734346,0.02713674,0.027353213,0.040357281,3
67,0,0.025963753,0.25,0.050887368,0.163601717,0.052339766,0.049967922,0.036170673,0.043588249,0,0.018754099,0.030296076,0.032553935,0.041217455,0.029489652,0.029514853,0.023505337,0.026965866,3
68,0,0.03025031,0.5,0.06731935,0.174096276,0.057640647,0.050963347,0.04214237,0.057090945,0,0.040921154,0.04940724,0.065520004,0.066191092,0.049542299,0.053325162,0.051288283,0.06763801,3
69,0,0.020182901,0.25,0.033292006,0.139587815,0.036817315,0.040633496,0.028117242,0.033547043,0,0.009480043,0.016279264,0.017015473,0.021209296,0.015629441,0.015835732,0.011881756,0.015094468,3
70,0,1,0.25,0.489395789,0.404157536,0.440595779,0.549777616,0.760011616,0.563918007,0,0.608756695,0.367503912,0.451523063,0.417214692,0.362281469,0.42874591,0.531115927,0.49145568,4
71,0,1,0.25,0.50134966,0.419713482,0.454785371,0.563141212,0.766431191,0.573981312,0,0.611985065,0.378607519,0.448198684,0.425919088,0.373154377,0.444006292,0.534234306,0.477512842,4
72,0,1,0.25,0.51197659,0.415940663,0.457811709,0.571319007,0.773346808,0.591210172,0,0.635907651,0.396372315,0.482918969,0.449203519,0.391939212,0.466511687,0.56321901,0.522064602,4
73,0,1,0.5,0.504538319,0.420250425,0.456956338,0.566570576,0.767645825,0.57510323,0,0.635080153,0.399087333,0.482086469,0.452682865,0.394903095,0.470285349,0.563004939,0.517235935,4
74,0,1,0.5,0.521343466,0.439904924,0.478989395,0.590767066,0.778140784,0.589784406,0,0.638029462,0.406688085,0.48701081,0.464688602,0.401478589,0.474145229,0.56518682,0.515928791,4
75,0,1,0.5,0.47400724,0.383134641,0.421232233,0.53131467,0.751789,0.551842981,0,0.609511588,0.368509248,0.453090601,0.419639116,0.364725299,0.433487561,0.533251933,0.491927961,4
76,0,1,0.25,0.508928937,0.431120931,0.466342385,0.575008741,0.77033249,0.576818399,0,0.623212121,0.38613817,0.466914763,0.436604517,0.380392869,0.450816016,0.547742238,0.503276092,4
77,0,1,0,0.486849129,0.413804573,0.447257755,0.554272941,0.757338253,0.549617515,0,0.624286243,0.395962004,0.473686203,0.456855011,0.392245188,0.462876838,0.550966477,0.497298589,4
78,0,1,0.5,0.53427156,0.454123583,0.469182501,0.562809632,0.774317578,0.602999456,0,0.627040699,0.391581897,0.480845806,0.454069433,0.386014402,0.450528999,0.551965589,0.514150779,4
79,0,1,0.5,0.478874325,0.38790056,0.43629207,0.554330174,0.759175046,0.556256171,0,0.619142152,0.381235809,0.458297802,0.428228529,0.377270903,0.452137925,0.544253464,0.494056919,4
80,0,1,0,0.520273936,0.427206326,0.448096329,0.545739254,0.768309002,0.597642031,0,0.626977382,0.390675899,0.482266714,0.455661791,0.386532831,0.452043102,0.552753597,0.515131019,4
81,0,1,1,0.512316362,0.435104584,0.462418332,0.565126856,0.768771882,0.580741428,0,0.614504529,0.378014068,0.45977673,0.431939554,0.371981317,0.437145503,0.537053973,0.494100206,4
82,0,1,0.25,0.497454663,0.406176028,0.450576906,0.565866995,0.767375995,0.574827624,0,0.621803605,0.386312507,0.464963178,0.439009728,0.381691362,0.452993971,0.546403833,0.497192366,4
83,0,1,0.5,0.539356731,0.460112341,0.493550679,0.601340789,0.785071335,0.60470246,0,0.652031751,0.418898805,0.506067767,0.478883951,0.413512229,0.488136418,0.58173767,0.539299656,4
84,0,1,0,0.498083862,0.414132184,0.450094992,0.559084427,0.764308867,0.570380414,0,0.616163463,0.380263194,0.463606163,0.4371095,0.375256014,0.441265336,0.53977793,0.496374918,4
85,0,1,1,0.514706316,0.440393825,0.472660669,0.57921388,0.771902037,0.578385388,0,0.632591019,0.399550315,0.482207883,0.456961372,0.394291017,0.465127947,0.559270645,0.513771382,4
86,0,1,0.25,0.497725187,0.422699725,0.459664494,0.569525533,0.764882629,0.562226136,0,0.62641478,0.399420936,0.474171705,0.45953955,0.395068834,0.465940432,0.552543445,0.495968839,4
87,0,1,0.25,0.518676746,0.440551243,0.459568563,0.555960504,0.767237068,0.583871061,0,0.636413305,0.403079301,0.493872396,0.468683504,0.398987994,0.467875248,0.564734879,0.525209456,4
88,0,1,0.25,0.514064735,0.428088533,0.464675134,0.574359132,0.772951904,0.58689302,0,0.62622978,0.39166614,0.475645345,0.450399584,0.386422228,0.454092168,0.551146298,0.507315854,4
89,0,1,0,0.511408255,0.419663617,0.465997133,0.582996693,0.774908293,0.585643812,0,0.643877367,0.408023943,0.498682012,0.469353215,0.403822675,0.476755887,0.572982498,0.533535711,4
90,0,1,0.25,0.50640781,0.408820398,0.453593618,0.569210039,0.771963372,0.588166751,0,0.628539909,0.390365385,0.469152164,0.438689124,0.38581277,0.461313169,0.554184358,0.505531212,4
91,0,1,0,0.509838503,0.43782655,0.457295595,0.553989024,0.763406144,0.571917033,0,0.627937072,0.394707314,0.480308018,0.455413898,0.390195005,0.458952821,0.554664779,0.511509544,4
92,0,1,1,0.519359176,0.43288708,0.474295527,0.587738774,0.778160588,0.592779344,0,0.633001719,0.397443012,0.475457591,0.447376266,0.3919222,0.466496358,0.558882472,0.509792612,4
93,0,1,0.25,0.499617648,0.410211759,0.457277856,0.574677816,0.768857063,0.571744786,0,0.643684413,0.408073267,0.498859926,0.469454161,0.404490309,0.478660541,0.573614105,0.533590439,4
94,0,1,0.5,0.490559259,0.394625913,0.450470192,0.574347354,0.768447995,0.570603704,0,0.626908198,0.387724752,0.469208921,0.436658832,0.383209202,0.457604814,0.552646812,0.507203549,4
95,0,1,0.25,0.492733072,0.401713639,0.4326591,0.537607894,0.758692962,0.57073261,0,0.610137116,0.372546896,0.4571821,0.429840155,0.368235377,0.433078057,0.533036784,0.49073956,4
96,0,1,0.25,0.524409913,0.429763888,0.464807789,0.573310164,0.775807011,0.598080039,0,0.662177314,0.429812314,0.526214032,0.501004535,0.427207824,0.503382166,0.595788975,0.556984234,4
97,0,1,0.5,0.482707717,0.40321922,0.450226829,0.567473691,0.761315262,0.55139325,0,0.618467755,0.385328519,0.462345326,0.438842721,0.380663757,0.451053286,0.543098723,0.492153972,4
98,0,1,0.25,0.512038731,0.415572516,0.459532866,0.574639548,0.77420378,0.591126633,0,0.638720166,0.398971612,0.48691144,0.452466866,0.394597595,0.46962455,0.566620398,0.526637242,4
99,0,1,0.25,0.462129139,0.386996067,0.421106225,0.528258543,0.745843766,0.533284567,0,0.582107579,0.344252551,0.413774679,0.386989299,0.338793191,0.402455176,0.49976656,0.447111177,4
100,0,1,0.25,0.530178371,0.448845516,0.471403128,0.570641046,0.775021916,0.597840268,0,0.641075337,0.408988835,0.495765269,0.472393575,0.404473537,0.475692796,0.569454198,0.525602584,4
101,0,1,0,0.526513789,0.444826183,0.482654658,0.593551767,0.779592564,0.592366249,0,0.653642343,0.422979775,0.512909931,0.489785728,0.418643432,0.492145929,0.584545808,0.542110475,4
102,0,1,0.5,0.508626256,0.418741774,0.450120873,0.555625154,0.767609941,0.585628433,0,0.620805312,0.379887102,0.463825643,0.429315388,0.37485198,0.445546406,0.545118836,0.504030408,4
103,0,1,0,0.488056655,0.420156671,0.446412556,0.548083088,0.756034328,0.550975346,0,0.601188274,0.369405839,0.443193237,0.423379094,0.363904699,0.427566304,0.522205439,0.470133894,4
104,0,1,1,0.483409231,0.405133016,0.440180162,0.548335275,0.757512459,0.556081899,0,0.591492454,0.356494404,0.424538043,0.401856742,0.350536844,0.41509161,0.509839375,0.454352987,4
105,0,1,0.25,0.523038595,0.45492345,0.481905873,0.584644282,0.774009641,0.580718592,0,0.642988374,0.414676423,0.497488168,0.477976021,0.409816238,0.48208978,0.571997944,0.523683359,4
106,0,1,0.5,0.509185168,0.434329794,0.46238716,0.565596936,0.76690649,0.573344367,0,0.632313558,0.399481516,0.479815504,0.454981706,0.394941609,0.468470834,0.559644239,0.51095755,4
107,0,1,0,0.492087539,0.413230286,0.455125851,0.568607794,0.764351997,0.561223921,0,0.618000836,0.385569766,0.457568768,0.435346594,0.380576042,0.452810971,0.542074559,0.486477927,4
108,0,1,0.25,0.508291786,0.427099688,0.445664757,0.541532065,0.762274028,0.579848092,0,0.610480107,0.375069925,0.456256476,0.431530173,0.370014882,0.434626991,0.532948842,0.487753203,4
109,0,1,0.25,0.515608847,0.450146922,0.482526244,0.589333494,0.773490283,0.574352192,0,0.626041977,0.397452084,0.470106254,0.451797441,0.391352204,0.461866702,0.550833222,0.495642225,4
110,0,1,0.25,0.476695832,0.378091841,0.421435976,0.535450119,0.755720564,0.562018462,0,0.603172066,0.361194086,0.438655658,0.405352279,0.356887779,0.426987433,0.524737216,0.477671474,4
111,0,1,0.5,0.476457906,0.391032814,0.433918186,0.547809165,0.756578346,0.553134709,0,0.598176549,0.363518247,0.431344686,0.408948527,0.358490819,0.426977531,0.518351994,0.460628883,4
112,0,1,0.5,0.523001673,0.440015739,0.460371153,0.557791728,0.770264602,0.59311786,0,0.629988582,0.393888731,0.483218501,0.455040379,0.389102648,0.45676957,0.556245276,0.517549434,4
